Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Direct Traffic,No,No,1,India,Finance Management,No,,Mumbai,SMS Sent,4,Vice President
Olark Chat,No,No,1,India,International Business,No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,4,Vice President
Organic Search,No,No,1,Bangladesh,Finance Management,No,Interested in Next batch,Other Cities,SMS Sent,1,Junior Developer
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Junior Developer
Olark Chat,No,No,1,Bangladesh,Media and Advertising,No,Will revert after reading the email,Other Cities,SMS Sent,1,Intern
Direct Traffic,No,No,0,India,Retail Management,No,,Mumbai,Modified,1,Junior Developer
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Organic Search,No,No,0,India,Retail Management,No,invalid number,Mumbai,Modified,4,Director of Operations
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,Operations Management,No,Diploma holder (Not Eligible),Mumbai,Modified,2,Business Consultant
Reference,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Reference,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Marketing Management,No,,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,2,Data Analyst
Olark Chat,Yes,No,0,India,Select,No,invalid number,Mumbai,Unsubscribed,1,Junior Developer
Organic Search,No,No,0,India,Select,No,Will revert after reading the email,Mumbai,Olark Chat Conversation,3,Team Lead
Organic Search,No,No,1,Bangladesh,Select,No,Will revert after reading the email,Other Cities,Modified,1,Assistant Coordinator
Direct Traffic,No,No,0,India,Healthcare Management,No,,Mumbai,SMS Sent,5,CFO
Google,No,No,0,India,Human Resource Management,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Hospitality Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Olark Chat,Yes,No,1,,Select,No,,,Unsubscribed,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,SMS Sent,4,Head of Marketing
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Business Consultant
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Team Lead
Olark Chat,Yes,No,0,,Select,No,,,Modified,1,Junior Developer
Google,No,No,0,India,Select,No,Not doing further education,Mumbai,Modified,3,Team Lead
Olark Chat,No,No,0,India,Select,No,Busy,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,0,India,E-COMMERCE,No,Ringing,Mumbai,SMS Sent,2,Data Analyst
Olark Chat,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,1,Intern
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,2,Software Engineer
Olark Chat,No,No,0,India,Select,No,Interested  in full time MBA,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,1,Intern
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,4,Vice President
Google,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Modified,3,Project Manager
Google,Yes,No,0,India,Retail Management,No,,Mumbai,Modified,2,Business Consultant
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Google,Yes,No,0,India,Select,No,,Mumbai,Unsubscribed,3,Marketing Manager
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,Select,No,Already a student,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Director of Operations
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,SMS Sent,2,Data Analyst
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,3,Marketing Manager
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Director of Operations
Google,No,No,0,India,Finance Management,No,Busy,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Finance Management,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Associate Analyst
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Modified,3,Project Manager
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,1,India,Human Resource Management,No,,Mumbai,SMS Sent,1,Associate Analyst
Google,No,No,1,Bangladesh,Operations Management,No,Will revert after reading the email,Other Cities,Email Opened,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,SMS Sent,3,Marketing Manager
Olark Chat,No,No,0,India,Select,No,,Mumbai,Olark Chat Conversation,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Project Manager
Referral Sites,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Operations Manager
Direct Traffic,No,No,1,India,IT Projects Management,No,,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,1,India,Operations Management,No,,Mumbai,SMS Sent,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Modified,5,CFO
Olark Chat,No,No,0,,Select,No,,,Modified,2,Data Analyst
Google,No,No,0,India,Finance Management,No,,Mumbai,Modified,1,Intern
Olark Chat,No,No,0,,Select,No,,,Modified,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,SMS Sent,4,Vice President
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Vice President
Google,No,No,0,Bangladesh,Finance Management,No,Ringing,Other Cities,Email Opened,2,Software Engineer
Direct Traffic,No,No,0,India,Select,No,,Mumbai,SMS Sent,1,Junior Developer
Google,No,No,1,Bangladesh,Operations Management,No,Will revert after reading the email,Other Cities,SMS Sent,2,Data Analyst
Direct Traffic,Yes,No,0,Bangladesh,Supply Chain Management,No,,Other Cities,Email Bounced,2,Technical Specialist
Direct Traffic,No,No,0,Bangladesh,Healthcare Management,No,switched off,Other Cities,Email Link Clicked,5,Chief Innovation Officer
Direct Traffic,No,No,0,India,Healthcare Management,No,,Mumbai,Page Visited on Website,5,CFO
Olark Chat,No,No,1,,Select,No,,,SMS Sent,5,COO
Olark Chat,No,No,0,,Select,No,,,Modified,5,COO
Google,No,No,0,Bangladesh,Human Resource Management,No,Ringing,Other Cities,Email Opened,1,Associate Analyst
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,SMS Sent,4,Head of Marketing
Google,No,No,0,Bangladesh,Business Administration,No,,Other Cities,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Modified,4,Director of Operations
Direct Traffic,Yes,No,0,India,E-COMMERCE,No,wrong number given,Mumbai,Modified,2,Business Consultant
Olark Chat,Yes,No,0,India,Select,No,,Mumbai,Email Bounced,2,Business Consultant
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,0,India,E-COMMERCE,No,Not doing further education,Mumbai,Email Opened,1,Assistant Coordinator
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Organic Search,No,No,0,India,Human Resource Management,No,,Mumbai,Modified,3,Marketing Manager
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,Email Opened,5,Chief Innovation Officer
Direct Traffic,No,No,0,India,Marketing Management,No,invalid number,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Operations Management,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Google,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Google,No,No,0,India,Finance Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Google,No,No,0,India,Business Administration,No,Interested  in full time MBA,Mumbai,Email Opened,2,Business Consultant
Google,No,No,1,India,Marketing Management,No,,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Page Visited on Website,2,Business Consultant
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,Yes,No,0,India,IT Projects Management,No,,Mumbai,Modified,3,Project Manager
Olark Chat,No,No,1,India,Select,No,Interested in other courses,Mumbai,SMS Sent,3,Project Manager
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Google,No,No,0,India,Business Administration,No,Interested in other courses,Mumbai,Modified,1,Intern
Direct Traffic,No,No,0,India,IT Projects Management,No,Already a student,Mumbai,Modified,1,Intern
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Organic Search,No,No,0,Bangladesh,Travel and Tourism,No,,Other Cities,Modified,3,Project Manager
Direct Traffic,Yes,No,0,India,"Banking, Investment And Insurance",No,wrong number given,Mumbai,Page Visited on Website,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Human Resource Management,No,Lost to EINS,Mumbai,Page Visited on Website,5,CFO
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,3,Operations Manager
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,5,CFO
Google,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Page Visited on Website,2,Technical Specialist
Olark Chat,No,No,1,India,Marketing Management,No,Lost to EINS,Mumbai,Modified,3,Marketing Manager
Google,No,No,1,India,Finance Management,No,Busy,Mumbai,SMS Sent,1,Intern
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,,Mumbai,Modified,3,Team Lead
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Olark Chat,No,No,0,India,Select,No,Not doing further education,Mumbai,Modified,3,Operations Manager
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,3,Operations Manager
Google,No,No,1,India,Rural and Agribusiness,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Reference,No,No,0,India,Select,No,Ringing,Mumbai,Modified,4,Senior Strategy Director
Click2call,No,No,0,India,Human Resource Management,No,Want to take admission but has financial problems,Mumbai,Modified,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Assistant Coordinator
Google,No,No,0,Bangladesh,Human Resource Management,No,Ringing,Other Cities,Email Opened,5,CEO
Google,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,4,Senior Strategy Director
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Modified,3,Operations Manager
Reference,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Email Link Clicked,2,Data Analyst
Reference,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,1,Associate Analyst
Google,Yes,No,0,India,Operations Management,No,,Mumbai,Modified,5,COO
Olark Chat,No,No,0,,Select,No,,,Email Link Clicked,2,Data Analyst
Google,No,No,0,India,Select,No,,Mumbai,Modified,1,Intern
Organic Search,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,Page Visited on Website,2,Software Engineer
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,2,Business Consultant
Google,No,No,0,India,Human Resource Management,No,Interested  in full time MBA,Mumbai,Modified,2,Technical Specialist
Organic Search,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Google,No,No,0,India,Select,No,,Mumbai,Modified,2,Data Analyst
Olark Chat,No,No,1,,Select,No,,,SMS Sent,4,Senior Strategy Director
Organic Search,Yes,No,1,India,Select,No,,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,,Select,No,,,Modified,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Associate Analyst
Direct Traffic,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,1,India,Marketing Management,No,Lost to EINS,Mumbai,Modified,3,Operations Manager
Organic Search,No,No,1,India,Select,No,,Mumbai,Modified,1,Associate Analyst
Olark Chat,No,No,1,,Select,No,,,SMS Sent,1,Associate Analyst
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,0,India,Select,No,invalid number,Mumbai,Modified,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Email Opened,4,Vice President
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Hospitality Management,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,5,CTO
Direct Traffic,No,No,1,India,IT Projects Management,No,Lost to EINS,Mumbai,Modified,2,Business Consultant
Organic Search,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,1,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,0,India,IT Projects Management,No,,Mumbai,Email Opened,4,Director of Operations
Google,No,No,0,India,Travel and Tourism,No,switched off,Mumbai,SMS Sent,3,Operations Manager
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,5,CFO
Olark Chat,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,3,Team Lead
Google,No,No,1,India,Operations Management,No,,Mumbai,SMS Sent,3,Marketing Manager
,Yes,No,0,India,Select,No,,Mumbai,Modified,3,Team Lead
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Intern
Google,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Email Opened,3,Operations Manager
Olark Chat,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,No,No,1,Bangladesh,"Banking, Investment And Insurance",No,Will revert after reading the email,Other Cities,SMS Sent,3,Team Lead
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Page Visited on Website,1,Intern
Reference,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Modified,3,Team Lead
Reference,No,No,1,Bangladesh,Finance Management,No,Closed by Horizzon,Other Cities,Page Visited on Website,2,Data Analyst
Google,No,No,1,India,Healthcare Management,No,Will revert after reading the email,Mumbai,Unreachable,2,Business Consultant
Direct Traffic,No,No,0,India,Operations Management,No,Already a student,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,No,No,0,India,Finance Management,No,Already a student,Mumbai,Email Opened,3,Project Manager
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,4,Vice President
Direct Traffic,No,No,0,India,Media and Advertising,No,,Mumbai,Modified,4,Senior Strategy Director
Olark Chat,No,No,1,,Select,No,,,SMS Sent,2,Software Engineer
Olark Chat,No,No,0,India,Marketing Management,No,in touch with EINS,Mumbai,Email Opened,5,CTO
Organic Search,Yes,No,0,India,Supply Chain Management,No,Not doing further education,Mumbai,Page Visited on Website,4,Senior Strategy Director
Google,No,No,0,India,Operations Management,No,Interested in other courses,Mumbai,Modified,3,Operations Manager
Direct Traffic,Yes,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,2,Business Consultant
Olark Chat,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Data Analyst
Organic Search,Yes,No,0,India,Select,No,Not doing further education,Mumbai,Modified,3,Team Lead
Direct Traffic,No,No,1,India,Business Administration,No,Lost to EINS,Mumbai,Modified,2,Data Analyst
Google,No,No,1,Bangladesh,Human Resource Management,No,Busy,Other Cities,SMS Sent,3,Project Manager
Google,No,No,1,Bangladesh,Human Resource Management,No,,Other Cities,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,0,India,Supply Chain Management,No,switched off,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,0,India,Business Administration,No,Ringing,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,Yes,No,0,India,IT Projects Management,No,wrong number given,Mumbai,Modified,4,Vice President
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,,Mumbai,Email Opened,1,Junior Developer
Direct Traffic,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,Modified,3,Team Lead
Direct Traffic,No,No,0,India,Marketing Management,No,Diploma holder (Not Eligible),Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,No,No,0,India,Marketing Management,No,opp hangup,Mumbai,Email Link Clicked,3,Marketing Manager
Olark Chat,No,No,0,India,Select,No,Interested  in full time MBA,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,0,India,Supply Chain Management,No,,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,Bangladesh,Human Resource Management,No,Ringing,Other Cities,SMS Sent,3,Team Lead
Organic Search,No,No,0,India,Select,No,Interested in other courses,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,1,Bangladesh,Finance Management,No,Will revert after reading the email,Other Cities,Email Opened,4,Vice President
Organic Search,No,No,1,India,Supply Chain Management,No,Closed by Horizzon,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,India,Human Resource Management,No,Interested in other courses,Mumbai,Email Opened,2,Software Engineer
Google,No,No,1,India,Human Resource Management,No,,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Google,Yes,No,0,Bangladesh,Operations Management,No,,Other Cities,Modified,4,Vice President
Google,No,No,1,India,International Business,No,Will revert after reading the email,Mumbai,Email Opened,1,Intern
Direct Traffic,No,No,0,India,Marketing Management,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Google,No,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Email Opened,2,Technical Specialist
Google,Yes,No,1,India,Hospitality Management,No,Will revert after reading the email,Mumbai,Email Bounced,2,Data Analyst
Direct Traffic,No,No,1,India,Business Administration,No,,Mumbai,Email Opened,1,Assistant Coordinator
,Yes,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Data Analyst
Organic Search,Yes,No,1,India,Select,No,,Mumbai,Modified,3,Project Manager
Direct Traffic,No,No,0,India,Select,No,,Mumbai,Modified,4,Head of Marketing
Reference,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,Bangladesh,Human Resource Management,No,Want to take admission but has financial problems,Other Cities,Modified,1,Assistant Coordinator
Direct Traffic,No,No,0,India,Finance Management,No,Ringing,Mumbai,Email Opened,2,Business Consultant
Reference,Yes,No,1,India,Select,No,,Mumbai,SMS Sent,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Business Consultant
Welingak Website,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,1,Assistant Coordinator
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Olark Chat,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Associate Analyst
Google,No,No,0,India,Select,No,,Mumbai,Modified,1,Associate Analyst
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,4,Vice President
Organic Search,No,No,0,India,Select,No,,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Software Engineer
Google,No,No,0,India,Human Resource Management,No,Interested in other courses,Mumbai,Email Opened,1,Intern
Google,No,No,1,India,Supply Chain Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,1,India,IT Projects Management,No,opp hangup,Mumbai,SMS Sent,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,1,Junior Developer
Google,No,No,1,India,International Business,No,,Mumbai,SMS Sent,1,Associate Analyst
Welingak Website,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Data Analyst
Reference,No,No,1,India,Human Resource Management,No,Closed by Horizzon,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,4,Senior Strategy Director
Google,No,No,1,India,Select,No,Lost to EINS,Mumbai,Email Opened,2,Software Engineer
Welingak Website,No,No,1,India,Select,No,,Mumbai,SMS Sent,5,COO
Google,No,No,1,India,IT Projects Management,No,Busy,Mumbai,SMS Sent,2,Technical Specialist
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,5,Chief Innovation Officer
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Google,No,No,0,India,Finance Management,No,wrong number given,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Project Manager
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Organic Search,No,No,0,Bangladesh,Supply Chain Management,No,Ringing,Other Cities,Email Opened,4,Senior Strategy Director
Organic Search,No,No,1,Bangladesh,Travel and Tourism,No,Will revert after reading the email,Other Cities,Email Opened,1,Junior Developer
Google,No,No,0,India,Marketing Management,No,,Mumbai,Modified,2,Data Analyst
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Email Opened,4,Director of Operations
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,SMS Sent,3,Project Manager
Welingak Website,No,No,1,India,Select,No,Lost to EINS,Mumbai,Modified,3,Team Lead
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Business Consultant
Google,No,No,0,India,Media and Advertising,No,,Mumbai,Page Visited on Website,4,Head of Marketing
Direct Traffic,No,No,0,India,Media and Advertising,No,Ringing,Mumbai,SMS Sent,4,Head of Marketing
Direct Traffic,No,No,0,Bangladesh,Hospitality Management,No,invalid number,Other Cities,Email Opened,1,Assistant Coordinator
Google,No,No,0,India,Business Administration,No,Interested  in full time MBA,Mumbai,Page Visited on Website,4,Director of Operations
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Team Lead
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Modified,2,Software Engineer
Google,No,No,0,India,Healthcare Management,No,Interested in other courses,Mumbai,Modified,2,Business Consultant
Google,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,switched off,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,Bangladesh,Retail Management,No,Ringing,Other Cities,SMS Sent,2,Data Analyst
Google,No,No,0,India,Finance Management,No,Interested in other courses,Mumbai,Email Opened,3,Marketing Manager
Welingak Website,No,No,1,India,Human Resource Management,No,,Mumbai,SMS Sent,1,Assistant Coordinator
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,0,India,Human Resource Management,No,,Mumbai,Modified,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Email Opened,1,Assistant Coordinator
Organic Search,No,No,0,India,Marketing Management,No,,Mumbai,Email Opened,3,Team Lead
Organic Search,No,No,0,India,Select,No,Ringing,Mumbai,Email Link Clicked,2,Software Engineer
Google,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Page Visited on Website,1,Assistant Coordinator
Olark Chat,No,No,0,,Select,No,,,Modified,4,Head of Marketing
Olark Chat,No,No,0,,Select,No,,,Email Opened,2,Technical Specialist
Organic Search,Yes,No,0,India,Finance Management,No,,Mumbai,Modified,4,Senior Strategy Director
Google,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,0,India,Finance Management,No,switched off,Mumbai,Page Visited on Website,2,Data Analyst
Google,No,No,1,India,Human Resource Management,No,,Mumbai,Email Opened,4,Vice President
Google,No,No,0,India,Marketing Management,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,India,Business Administration,No,Interested in other courses,Mumbai,Email Opened,1,Intern
